Entity,Code,Day,People fully vaccinated (cumulative)
High-income countries,OWID_HIC,2023/6/23,1021314500
High-income countries,OWID_HIC,2023/6/24,1021317400
High-income countries,OWID_HIC,2023/6/25,1021320200
High-income countries,OWID_HIC,2023/6/26,1021323140
High-income countries,OWID_HIC,2023/6/27,1021326100
High-income countries,OWID_HIC,2023/6/28,1021329000
High-income countries,OWID_HIC,2023/6/29,1021332000
High-income countries,OWID_HIC,2023/6/30,1021335000
High-income countries,OWID_HIC,2023/7/1,1021337860
High-income countries,OWID_HIC,2023/7/2,1021340700
High-income countries,OWID_HIC,2023/7/3,1021343500
High-income countries,OWID_HIC,2023/7/4,1021346400
High-income countries,OWID_HIC,2023/7/5,1021349250
High-income countries,OWID_HIC,2023/7/6,1021352100
High-income countries,OWID_HIC,2023/7/7,1021355000
High-income countries,OWID_HIC,2023/7/8,1021357800
High-income countries,OWID_HIC,2023/7/9,1021360640
High-income countries,OWID_HIC,2023/7/10,1021363500
High-income countries,OWID_HIC,2023/7/11,1021366340
High-income countries,OWID_HIC,2023/7/12,1021369150
High-income countries,OWID_HIC,2023/7/13,1021371970
High-income countries,OWID_HIC,2023/7/14,1021374800
High-income countries,OWID_HIC,2023/7/15,1021377600
High-income countries,OWID_HIC,2023/7/16,1021380350
High-income countries,OWID_HIC,2023/7/17,1021383100
High-income countries,OWID_HIC,2023/7/18,1021385700
High-income countries,OWID_HIC,2023/7/19,1021388350
High-income countries,OWID_HIC,2023/7/20,1021391000
High-income countries,OWID_HIC,2023/7/21,1021393660
High-income countries,OWID_HIC,2023/7/22,1021396300
High-income countries,OWID_HIC,2023/7/23,1021398900
High-income countries,OWID_HIC,2023/7/24,1021401860
High-income countries,OWID_HIC,2023/7/25,1021404540
High-income countries,OWID_HIC,2023/7/26,1021407170
High-income countries,OWID_HIC,2023/7/27,1021409800
High-income countries,OWID_HIC,2023/7/28,1021412500
High-income countries,OWID_HIC,2023/7/29,1021415040
High-income countries,OWID_HIC,2023/7/30,1021417660
High-income countries,OWID_HIC,2023/7/31,1021420300
High-income countries,OWID_HIC,2023/8/1,1021422900
High-income countries,OWID_HIC,2023/8/2,1021425540
High-income countries,OWID_HIC,2023/8/3,1021428200
High-income countries,OWID_HIC,2023/8/4,1021430850
High-income countries,OWID_HIC,2023/8/5,1021433400
High-income countries,OWID_HIC,2023/8/6,1021436000
High-income countries,OWID_HIC,2023/8/7,1021438660
High-income countries,OWID_HIC,2023/8/8,1021441300
High-income countries,OWID_HIC,2023/8/9,1021443900
High-income countries,OWID_HIC,2023/8/10,1021446600
High-income countries,OWID_HIC,2023/8/11,1021449200
High-income countries,OWID_HIC,2023/8/12,1021451840
High-income countries,OWID_HIC,2023/8/13,1021454400
High-income countries,OWID_HIC,2023/8/14,1021457000
High-income countries,OWID_HIC,2023/8/15,1021459650
High-income countries,OWID_HIC,2023/8/16,1021462300
High-income countries,OWID_HIC,2023/8/17,1021464900
High-income countries,OWID_HIC,2023/8/18,1021467500
High-income countries,OWID_HIC,2023/8/19,1021470140
High-income countries,OWID_HIC,2023/8/20,1021472800
High-income countries,OWID_HIC,2023/8/21,1021475300
High-income countries,OWID_HIC,2023/8/22,1021477950
High-income countries,OWID_HIC,2023/8/23,1021480600
High-income countries,OWID_HIC,2023/8/24,1021483200
High-income countries,OWID_HIC,2023/8/25,1021485800
High-income countries,OWID_HIC,2023/8/26,1021488400
High-income countries,OWID_HIC,2023/8/27,1021491000
High-income countries,OWID_HIC,2023/8/28,1021493570
High-income countries,OWID_HIC,2023/8/29,1021496200
High-income countries,OWID_HIC,2023/8/30,1021498100
High-income countries,OWID_HIC,2023/8/31,1021500100
High-income countries,OWID_HIC,2023/9/1,1021502100
High-income countries,OWID_HIC,2023/9/2,1021504060
High-income countries,OWID_HIC,2023/9/3,1021506000
High-income countries,OWID_HIC,2023/9/4,1021508000
High-income countries,OWID_HIC,2023/9/5,1021509950
High-income countries,OWID_HIC,2023/9/6,1021511900
High-income countries,OWID_HIC,2023/9/7,1021513860
High-income countries,OWID_HIC,2023/9/8,1021515840
High-income countries,OWID_HIC,2023/9/9,1021517760
High-income countries,OWID_HIC,2023/9/10,1021519740
High-income countries,OWID_HIC,2023/9/11,1021521660
High-income countries,OWID_HIC,2023/9/12,1021523650
High-income countries,OWID_HIC,2023/9/13,1021525600
High-income countries,OWID_HIC,2023/9/14,1021527600
High-income countries,OWID_HIC,2023/9/15,1021529600
High-income countries,OWID_HIC,2023/9/16,1021531600
High-income countries,OWID_HIC,2023/9/17,1021533500
High-income countries,OWID_HIC,2023/9/18,1021535500
High-income countries,OWID_HIC,2023/9/19,1021537540
High-income countries,OWID_HIC,2023/9/20,1021539500
High-income countries,OWID_HIC,2023/9/21,1021541570
High-income countries,OWID_HIC,2023/9/22,1021543600
High-income countries,OWID_HIC,2023/9/23,1021545600
High-income countries,OWID_HIC,2023/9/24,1021547600
High-income countries,OWID_HIC,2023/9/25,1021549600
High-income countries,OWID_HIC,2023/9/26,1021551600
High-income countries,OWID_HIC,2023/9/27,1021553660
High-income countries,OWID_HIC,2023/9/28,1021555800
High-income countries,OWID_HIC,2023/9/29,1021557900
High-income countries,OWID_HIC,2023/9/30,1021560700
High-income countries,OWID_HIC,2023/10/1,1021563460
High-income countries,OWID_HIC,2023/10/2,1021566300
High-income countries,OWID_HIC,2023/10/3,1021569200
High-income countries,OWID_HIC,2023/10/4,1021572200
High-income countries,OWID_HIC,2023/10/5,1021575200
High-income countries,OWID_HIC,2023/10/6,1021578100
High-income countries,OWID_HIC,2023/10/7,1021580860
High-income countries,OWID_HIC,2023/10/8,1021583500
High-income countries,OWID_HIC,2023/10/9,1021586300
High-income countries,OWID_HIC,2023/10/10,1021589200
High-income countries,OWID_HIC,2023/10/11,1021592000
High-income countries,OWID_HIC,2023/10/12,1021594900
High-income countries,OWID_HIC,2023/10/13,1021597760
High-income countries,OWID_HIC,2023/10/14,1021600500
High-income countries,OWID_HIC,2023/10/15,1021603140
High-income countries,OWID_HIC,2023/10/16,1021605950
High-income countries,OWID_HIC,2023/10/17,1021608770
High-income countries,OWID_HIC,2023/10/18,1021611650
High-income countries,OWID_HIC,2023/10/19,1021614600
High-income countries,OWID_HIC,2023/10/20,1021617400
High-income countries,OWID_HIC,2023/10/21,1021620160
High-income countries,OWID_HIC,2023/10/22,1021622850
High-income countries,OWID_HIC,2023/10/23,1021625600
High-income countries,OWID_HIC,2023/10/24,1021628500
High-income countries,OWID_HIC,2023/10/25,1021631300
High-income countries,OWID_HIC,2023/10/26,1021634100
High-income countries,OWID_HIC,2023/10/27,1021636900
High-income countries,OWID_HIC,2023/10/28,1021639700
High-income countries,OWID_HIC,2023/10/29,1021642300
High-income countries,OWID_HIC,2023/10/30,1021645060
High-income countries,OWID_HIC,2023/10/31,1021647800
High-income countries,OWID_HIC,2023/11/1,1021650500
High-income countries,OWID_HIC,2023/11/2,1021653250
High-income countries,OWID_HIC,2023/11/3,1021656000
High-income countries,OWID_HIC,2023/11/4,1021658600
High-income countries,OWID_HIC,2023/11/5,1021661300
High-income countries,OWID_HIC,2023/11/6,1021664000
High-income countries,OWID_HIC,2023/11/7,1021666900
High-income countries,OWID_HIC,2023/11/8,1021669600
High-income countries,OWID_HIC,2023/11/9,1021672450
High-income countries,OWID_HIC,2023/11/10,1021676540
High-income countries,OWID_HIC,2023/11/11,1021680500
High-income countries,OWID_HIC,2023/11/12,1021684400
High-income countries,OWID_HIC,2023/11/13,1021688450
High-income countries,OWID_HIC,2023/11/14,1021692500
High-income countries,OWID_HIC,2023/11/15,1021696600
High-income countries,OWID_HIC,2023/11/16,1021700600
High-income countries,OWID_HIC,2023/11/17,1021746200
High-income countries,OWID_HIC,2023/11/18,1021791700
High-income countries,OWID_HIC,2023/11/19,1021837200
High-income countries,OWID_HIC,2023/11/20,1021882750
High-income countries,OWID_HIC,2023/11/21,1021928300
High-income countries,OWID_HIC,2023/11/22,1021973900
High-income countries,OWID_HIC,2023/11/23,1022019460
High-income countries,OWID_HIC,2023/11/24,1022065100
High-income countries,OWID_HIC,2023/11/25,1022110600
High-income countries,OWID_HIC,2023/11/26,1022156100
High-income countries,OWID_HIC,2023/11/27,1022201660
High-income countries,OWID_HIC,2023/11/28,1022247230
High-income countries,OWID_HIC,2023/11/29,1022292860
High-income countries,OWID_HIC,2023/11/30,1022338400
High-income countries,OWID_HIC,2023/12/1,1022384000
High-income countries,OWID_HIC,2023/12/2,1022429600
High-income countries,OWID_HIC,2023/12/3,1022475100
High-income countries,OWID_HIC,2023/12/4,1022520600
High-income countries,OWID_HIC,2023/12/5,1022566140
High-income countries,OWID_HIC,2023/12/6,1022611700
High-income countries,OWID_HIC,2023/12/7,1022657300
High-income countries,OWID_HIC,2023/12/8,1022702850
High-income countries,OWID_HIC,2023/12/9,1022748350
High-income countries,OWID_HIC,2023/12/10,1022793860
High-income countries,OWID_HIC,2023/12/11,1022839400
High-income countries,OWID_HIC,2023/12/12,1022884900
High-income countries,OWID_HIC,2023/12/13,1022930500
High-income countries,OWID_HIC,2023/12/14,1022976060
High-income countries,OWID_HIC,2023/12/15,1023021630
High-income countries,OWID_HIC,2023/12/16,1023067140
High-income countries,OWID_HIC,2023/12/17,1023112640
High-income countries,OWID_HIC,2023/12/18,1023158140
High-income countries,OWID_HIC,2023/12/19,1023203650
High-income countries,OWID_HIC,2023/12/20,1023249200
High-income countries,OWID_HIC,2023/12/21,1023294800
High-income countries,OWID_HIC,2023/12/22,1023340300
High-income countries,OWID_HIC,2023/12/23,1023385800
High-income countries,OWID_HIC,2023/12/24,1023386100
High-income countries,OWID_HIC,2023/12/25,1023386500
High-income countries,OWID_HIC,2023/12/26,1023386900
High-income countries,OWID_HIC,2023/12/27,1023387260
High-income countries,OWID_HIC,2023/12/28,1023387650
High-income countries,OWID_HIC,2023/12/29,1023388000
High-income countries,OWID_HIC,2023/12/30,1023388350
High-income countries,OWID_HIC,2023/12/31,1023388700
High-income countries,OWID_HIC,2024/1/1,1023388700
High-income countries,OWID_HIC,2024/1/2,1023388700
High-income countries,OWID_HIC,2024/1/3,1023388700
High-income countries,OWID_HIC,2024/1/4,1023388740
High-income countries,OWID_HIC,2024/1/5,1023388740
High-income countries,OWID_HIC,2024/1/6,1023388740
High-income countries,OWID_HIC,2024/1/7,1023388800
High-income countries,OWID_HIC,2024/1/8,1023388800
High-income countries,OWID_HIC,2024/1/9,1023388860
High-income countries,OWID_HIC,2024/1/10,1023388860
High-income countries,OWID_HIC,2024/1/11,1023388900
High-income countries,OWID_HIC,2024/1/12,1023388900
High-income countries,OWID_HIC,2024/1/13,1023389000
High-income countries,OWID_HIC,2024/1/14,1023389000
High-income countries,OWID_HIC,2024/1/15,1023389000
High-income countries,OWID_HIC,2024/1/16,1023389000
High-income countries,OWID_HIC,2024/1/17,1023389060
High-income countries,OWID_HIC,2024/1/18,1023389060
High-income countries,OWID_HIC,2024/1/19,1023389100
High-income countries,OWID_HIC,2024/1/20,1023389100
High-income countries,OWID_HIC,2024/1/21,1023389100
High-income countries,OWID_HIC,2024/1/22,1023389200
High-income countries,OWID_HIC,2024/1/23,1023389200
High-income countries,OWID_HIC,2024/1/24,1023389200
High-income countries,OWID_HIC,2024/1/25,1023389250
High-income countries,OWID_HIC,2024/1/26,1023389250
High-income countries,OWID_HIC,2024/1/27,1023389250
High-income countries,OWID_HIC,2024/1/28,1023389300
High-income countries,OWID_HIC,2024/1/29,1023389300
High-income countries,OWID_HIC,2024/1/30,1023389300
High-income countries,OWID_HIC,2024/1/31,1023389300
High-income countries,OWID_HIC,2024/2/1,1023389400
High-income countries,OWID_HIC,2024/2/2,1023389400
High-income countries,OWID_HIC,2024/2/3,1023389400
High-income countries,OWID_HIC,2024/2/4,1023389400
High-income countries,OWID_HIC,2024/2/5,1023389400
High-income countries,OWID_HIC,2024/2/6,1023389440
High-income countries,OWID_HIC,2024/2/7,1023389440
High-income countries,OWID_HIC,2024/2/8,1023389440
High-income countries,OWID_HIC,2024/2/9,1023389500
High-income countries,OWID_HIC,2024/2/10,1023389500
High-income countries,OWID_HIC,2024/2/11,1023389500
High-income countries,OWID_HIC,2024/2/12,1023389500
High-income countries,OWID_HIC,2024/2/13,1023389500
High-income countries,OWID_HIC,2024/2/14,1023389500
High-income countries,OWID_HIC,2024/2/15,1023389500
High-income countries,OWID_HIC,2024/2/16,1023389600
High-income countries,OWID_HIC,2024/2/17,1023389600
High-income countries,OWID_HIC,2024/2/18,1023389600
High-income countries,OWID_HIC,2024/2/19,1023389600
High-income countries,OWID_HIC,2024/2/20,1023389600
High-income countries,OWID_HIC,2024/2/21,1023389600
High-income countries,OWID_HIC,2024/2/22,1023389630
High-income countries,OWID_HIC,2024/2/23,1023389630
High-income countries,OWID_HIC,2024/2/24,1023389630
High-income countries,OWID_HIC,2024/2/25,1023389630
High-income countries,OWID_HIC,2024/2/26,1023389630
High-income countries,OWID_HIC,2024/2/27,1023389630
High-income countries,OWID_HIC,2024/2/28,1023389700
High-income countries,OWID_HIC,2024/2/29,1023389700
High-income countries,OWID_HIC,2024/3/1,1023389700
High-income countries,OWID_HIC,2024/3/2,1023389700
High-income countries,OWID_HIC,2024/3/3,1023389700
High-income countries,OWID_HIC,2024/3/4,1023389700
High-income countries,OWID_HIC,2024/3/5,1023389760
High-income countries,OWID_HIC,2024/3/6,1023389760
High-income countries,OWID_HIC,2024/3/7,1023389760
High-income countries,OWID_HIC,2024/3/8,1023389760
High-income countries,OWID_HIC,2024/3/9,1023389760
High-income countries,OWID_HIC,2024/3/10,1023389760
High-income countries,OWID_HIC,2024/3/11,1023389760
High-income countries,OWID_HIC,2024/3/12,1023389760
High-income countries,OWID_HIC,2024/3/13,1023389800
High-income countries,OWID_HIC,2024/3/14,1023389800
High-income countries,OWID_HIC,2024/3/15,1023389800
High-income countries,OWID_HIC,2024/3/16,1023389800
High-income countries,OWID_HIC,2024/3/17,1023389800
High-income countries,OWID_HIC,2024/3/18,1023389800
High-income countries,OWID_HIC,2024/3/19,1023389800
High-income countries,OWID_HIC,2024/3/20,1023389900
High-income countries,OWID_HIC,2024/3/21,1023389900
High-income countries,OWID_HIC,2024/3/22,1023389900
High-income countries,OWID_HIC,2024/3/23,1023389900
High-income countries,OWID_HIC,2024/3/24,1023389900
High-income countries,OWID_HIC,2024/3/25,1023389900
High-income countries,OWID_HIC,2024/3/26,1023389900
High-income countries,OWID_HIC,2024/3/27,1023389900
High-income countries,OWID_HIC,2024/3/28,1023389900
High-income countries,OWID_HIC,2024/3/29,1023389950
High-income countries,OWID_HIC,2024/3/30,1023389950
High-income countries,OWID_HIC,2024/3/31,1023389950
High-income countries,OWID_HIC,2024/4/1,1023389950
High-income countries,OWID_HIC,2024/4/2,1023389950
High-income countries,OWID_HIC,2024/4/3,1023389950
High-income countries,OWID_HIC,2024/4/4,1023389950
High-income countries,OWID_HIC,2024/4/5,1023389950
High-income countries,OWID_HIC,2024/4/6,1023389950
High-income countries,OWID_HIC,2024/4/7,1023389950
High-income countries,OWID_HIC,2024/4/8,1023389950
High-income countries,OWID_HIC,2024/4/9,1023389950
High-income countries,OWID_HIC,2024/4/10,1023390000
High-income countries,OWID_HIC,2024/4/11,1023390000
High-income countries,OWID_HIC,2024/4/12,1023390000
High-income countries,OWID_HIC,2024/4/13,1023390000
High-income countries,OWID_HIC,2024/4/14,1023390000
High-income countries,OWID_HIC,2024/4/15,1023390000
High-income countries,OWID_HIC,2024/4/16,1023390000
High-income countries,OWID_HIC,2024/4/17,1023390000
High-income countries,OWID_HIC,2024/4/18,1023390000
High-income countries,OWID_HIC,2024/4/19,1023390000
High-income countries,OWID_HIC,2024/4/20,1023390000
High-income countries,OWID_HIC,2024/4/21,1023390000
High-income countries,OWID_HIC,2024/4/22,1023390100
High-income countries,OWID_HIC,2024/4/23,1023390100
High-income countries,OWID_HIC,2024/4/24,1023390100
High-income countries,OWID_HIC,2024/4/25,1023390100
High-income countries,OWID_HIC,2024/4/26,1023390100
High-income countries,OWID_HIC,2024/4/27,1023390100
High-income countries,OWID_HIC,2024/4/28,1023390100
High-income countries,OWID_HIC,2024/4/29,1023390100
High-income countries,OWID_HIC,2024/4/30,1023390100
High-income countries,OWID_HIC,2024/5/1,1023390100
High-income countries,OWID_HIC,2024/5/2,1023390100
High-income countries,OWID_HIC,2024/5/3,1023390100
High-income countries,OWID_HIC,2024/5/4,1023390100
High-income countries,OWID_HIC,2024/5/5,1023390140
High-income countries,OWID_HIC,2024/5/6,1023390140
High-income countries,OWID_HIC,2024/5/7,1023390140
High-income countries,OWID_HIC,2024/5/8,1023390140
High-income countries,OWID_HIC,2024/5/9,1023390140
High-income countries,OWID_HIC,2024/5/10,1023390140
High-income countries,OWID_HIC,2024/5/11,1023390140
High-income countries,OWID_HIC,2024/5/12,1023390140
High-income countries,OWID_HIC,2024/5/13,1023390140
High-income countries,OWID_HIC,2024/5/14,1023390140
High-income countries,OWID_HIC,2024/5/15,1023390140
High-income countries,OWID_HIC,2024/5/16,1023390140
High-income countries,OWID_HIC,2024/5/17,1023390140
High-income countries,OWID_HIC,2024/5/18,1023390200
High-income countries,OWID_HIC,2024/5/19,1023390200
High-income countries,OWID_HIC,2024/5/20,1023390200
High-income countries,OWID_HIC,2024/5/21,1023390200
High-income countries,OWID_HIC,2024/5/22,1023390200
High-income countries,OWID_HIC,2024/5/23,1023390200
High-income countries,OWID_HIC,2024/5/24,1023390200
High-income countries,OWID_HIC,2024/5/25,1023390200
High-income countries,OWID_HIC,2024/5/26,1023390200
High-income countries,OWID_HIC,2024/5/27,1023390200
High-income countries,OWID_HIC,2024/5/28,1023390200
High-income countries,OWID_HIC,2024/5/29,1023390200
High-income countries,OWID_HIC,2024/5/30,1023390200
High-income countries,OWID_HIC,2024/5/31,1023390200
High-income countries,OWID_HIC,2024/6/1,1023390300
High-income countries,OWID_HIC,2024/6/2,1023390300
High-income countries,OWID_HIC,2024/6/3,1023390300
High-income countries,OWID_HIC,2024/6/4,1023390300
High-income countries,OWID_HIC,2024/6/5,1023390300
High-income countries,OWID_HIC,2024/6/6,1023390300
High-income countries,OWID_HIC,2024/6/7,1023390300
High-income countries,OWID_HIC,2024/6/8,1023390300
High-income countries,OWID_HIC,2024/6/9,1023390300
High-income countries,OWID_HIC,2024/6/10,1023390300
High-income countries,OWID_HIC,2024/6/11,1023390300
High-income countries,OWID_HIC,2024/6/12,1023390300
High-income countries,OWID_HIC,2024/6/13,1023390300
High-income countries,OWID_HIC,2024/6/14,1023390300
High-income countries,OWID_HIC,2024/6/15,1023390300
High-income countries,OWID_HIC,2024/6/16,1023390340
High-income countries,OWID_HIC,2024/6/17,1023390340
High-income countries,OWID_HIC,2024/6/18,1023390340
High-income countries,OWID_HIC,2024/6/19,1023390340
High-income countries,OWID_HIC,2024/6/20,1023390340
High-income countries,OWID_HIC,2024/6/21,1023390340
High-income countries,OWID_HIC,2024/6/22,1023390340
High-income countries,OWID_HIC,2024/6/23,1023390340
High-income countries,OWID_HIC,2024/6/24,1023390340
High-income countries,OWID_HIC,2024/6/25,1023390340
High-income countries,OWID_HIC,2024/6/26,1023390340
High-income countries,OWID_HIC,2024/6/27,1023390340
High-income countries,OWID_HIC,2024/6/28,1023390340
High-income countries,OWID_HIC,2024/6/29,1023390340
High-income countries,OWID_HIC,2024/6/30,1023390400
High-income countries,OWID_HIC,2024/7/1,1023390400
High-income countries,OWID_HIC,2024/7/2,1023390400
High-income countries,OWID_HIC,2024/7/3,1023390400
High-income countries,OWID_HIC,2024/7/4,1023390400
High-income countries,OWID_HIC,2024/7/5,1023390400
High-income countries,OWID_HIC,2024/7/6,1023390400
High-income countries,OWID_HIC,2024/7/7,1023390400
High-income countries,OWID_HIC,2024/7/8,1023390400
High-income countries,OWID_HIC,2024/7/9,1023390400
High-income countries,OWID_HIC,2024/7/10,1023390400
High-income countries,OWID_HIC,2024/7/11,1023390400
High-income countries,OWID_HIC,2024/7/12,1023390400
High-income countries,OWID_HIC,2024/7/13,1023390400
High-income countries,OWID_HIC,2024/7/14,1023390400
High-income countries,OWID_HIC,2024/7/15,1023390400
High-income countries,OWID_HIC,2024/7/16,1023390400
High-income countries,OWID_HIC,2024/7/17,1023390460
High-income countries,OWID_HIC,2024/7/18,1023390460
High-income countries,OWID_HIC,2024/7/19,1023390460
High-income countries,OWID_HIC,2024/7/20,1023390460
High-income countries,OWID_HIC,2024/7/21,1023390460
High-income countries,OWID_HIC,2024/7/22,1023390460
High-income countries,OWID_HIC,2024/7/23,1023390460
High-income countries,OWID_HIC,2024/7/24,1023390460
High-income countries,OWID_HIC,2024/7/25,1023390460
High-income countries,OWID_HIC,2024/7/26,1023390460
High-income countries,OWID_HIC,2024/7/27,1023390460
High-income countries,OWID_HIC,2024/7/28,1023390460
High-income countries,OWID_HIC,2024/7/29,1023390460
High-income countries,OWID_HIC,2024/7/30,1023390460
High-income countries,OWID_HIC,2024/7/31,1023390460
High-income countries,OWID_HIC,2024/8/1,1023390460
High-income countries,OWID_HIC,2024/8/2,1023390460
High-income countries,OWID_HIC,2024/8/3,1023390460
High-income countries,OWID_HIC,2024/8/4,1023390460
High-income countries,OWID_HIC,2024/8/5,1023390460
High-income countries,OWID_HIC,2024/8/6,1023390460
High-income countries,OWID_HIC,2024/8/7,1023390460
High-income countries,OWID_HIC,2024/8/8,1023390460
High-income countries,OWID_HIC,2024/8/9,1023390460
High-income countries,OWID_HIC,2024/8/10,1023390460
High-income countries,OWID_HIC,2024/8/11,1023390460
High-income countries,OWID_HIC,2024/8/12,1023390460
Honduras,HND,2021/2/28,0
Honduras,HND,2021/3/16,0
Honduras,HND,2021/3/17,0
Honduras,HND,2021/3/19,0
Honduras,HND,2021/3/21,0
Honduras,HND,2021/4/3,0
Honduras,HND,2021/4/9,2639
Honduras,HND,2021/5/15,5687
Honduras,HND,2021/5/21,27585
Honduras,HND,2021/6/2,56761
Honduras,HND,2021/6/6,56960
Honduras,HND,2021/6/10,56960
Honduras,HND,2021/6/11,57926
Honduras,HND,2021/6/13,57926
Honduras,HND,2021/6/16,58000
Honduras,HND,2021/6/17,58000
Honduras,HND,2021/6/22,58000
Honduras,HND,2021/6/24,58125
Honduras,HND,2021/7/3,58125
Honduras,HND,2021/7/7,67549
Honduras,HND,2021/7/9,74493
Honduras,HND,2021/7/12,79737
Honduras,HND,2021/7/19,118991
Honduras,HND,2021/7/23,173364
Honduras,HND,2021/7/26,194020
Honduras,HND,2021/8/3,333273
Honduras,HND,2021/8/25,1079698
Honduras,HND,2021/8/29,1308136
Honduras,HND,2021/9/6,1629331
Honduras,HND,2021/9/9,1689501
Honduras,HND,2021/9/24,1988868
Honduras,HND,2021/10/1,2431066
Honduras,HND,2021/10/8,2481005
Honduras,HND,2021/10/15,2537900
Honduras,HND,2021/10/22,2764643
Honduras,HND,2021/10/29,2968472
Honduras,HND,2021/11/5,3453221
Honduras,HND,2021/11/12,3622891
Honduras,HND,2021/12/3,3891577
Honduras,HND,2021/12/22,3952806
Honduras,HND,2021/12/29,4296605
Honduras,HND,2022/1/7,4349744
Honduras,HND,2022/1/14,4381943
Honduras,HND,2022/1/21,4381943
Honduras,HND,2022/2/11,4399117
Honduras,HND,2022/2/18,4560702
Honduras,HND,2022/2/25,4563441
Honduras,HND,2022/4/8,4583225
Honduras,HND,2022/4/15,4835619
Honduras,HND,2022/4/29,4899315
Honduras,HND,2022/6/3,5307723
Honduras,HND,2022/6/10,5314008
Honduras,HND,2022/6/17,5354643
Honduras,HND,2022/6/24,5368598
Honduras,HND,2022/7/1,5377667
Honduras,HND,2022/7/8,5416196
Honduras,HND,2022/7/15,5432244
Honduras,HND,2022/7/29,5454213
Honduras,HND,2022/8/5,5493660
Honduras,HND,2022/8/12,5505202
Honduras,HND,2022/8/19,5528501
Honduras,HND,2022/8/26,5557933
Honduras,HND,2022/9/2,5570982
Honduras,HND,2022/9/9,5597153
Honduras,HND,2022/9/16,5599626
Honduras,HND,2022/9/23,5614564
Honduras,HND,2022/10/21,5648386
Honduras,HND,2022/10/28,5699605
Honduras,HND,2022/11/4,5704735
Honduras,HND,2022/11/18,5714098
Honduras,HND,2022/12/2,5726005
Honduras,HND,2022/12/9,5743554
Honduras,HND,2022/12/16,5758291
Honduras,HND,2023/1/6,5765185
Honduras,HND,2023/1/20,5772495
Honduras,HND,2023/1/27,5784379
Honduras,HND,2023/2/10,5792896
Honduras,HND,2023/2/17,5802612
Honduras,HND,2023/2/24,5811805
Honduras,HND,2023/3/10,5816888
Honduras,HND,2023/3/31,5846031
Honduras,HND,2023/4/21,5846031
Honduras,HND,2023/5/5,5853689
Honduras,HND,2023/8/11,5853689
Hong Kong,HKG,2021/2/22,0
Hong Kong,HKG,2021/2/23,0
Hong Kong,HKG,2021/2/26,0
Hong Kong,HKG,2021/2/27,1
Hong Kong,HKG,2021/2/28,1
Hong Kong,HKG,2021/3/1,1
Hong Kong,HKG,2021/3/2,1
Hong Kong,HKG,2021/3/3,3
Hong Kong,HKG,2021/3/4,3
Hong Kong,HKG,2021/3/5,3
Hong Kong,HKG,2021/3/6,4
Hong Kong,HKG,2021/3/7,5
Hong Kong,HKG,2021/3/8,5
Hong Kong,HKG,2021/3/9,6
Hong Kong,HKG,2021/3/10,7
Hong Kong,HKG,2021/3/11,7
Hong Kong,HKG,2021/3/12,7
Hong Kong,HKG,2021/3/13,8
Hong Kong,HKG,2021/3/14,8
Hong Kong,HKG,2021/3/15,8
Hong Kong,HKG,2021/3/16,8
Hong Kong,HKG,2021/3/17,9
Hong Kong,HKG,2021/3/18,10
Hong Kong,HKG,2021/3/19,10
Hong Kong,HKG,2021/3/20,11
Hong Kong,HKG,2021/3/21,11
Hong Kong,HKG,2021/3/22,54
Hong Kong,HKG,2021/3/23,449
Hong Kong,HKG,2021/3/24,481
Hong Kong,HKG,2021/3/25,509
Hong Kong,HKG,2021/3/26,5707
Hong Kong,HKG,2021/3/27,12015
Hong Kong,HKG,2021/3/28,18554
Hong Kong,HKG,2021/3/29,24607
Hong Kong,HKG,2021/3/30,34397
Hong Kong,HKG,2021/3/31,44045
Hong Kong,HKG,2021/4/1,54101
Hong Kong,HKG,2021/4/2,59820
Hong Kong,HKG,2021/4/3,68944
Hong Kong,HKG,2021/4/4,77200
Hong Kong,HKG,2021/4/5,90266
Hong Kong,HKG,2021/4/6,113317
Hong Kong,HKG,2021/4/7,143772
Hong Kong,HKG,2021/4/8,170833
Hong Kong,HKG,2021/4/9,201414
Hong Kong,HKG,2021/4/10,231628
Hong Kong,HKG,2021/4/11,255960
Hong Kong,HKG,2021/4/12,280697
Hong Kong,HKG,2021/4/13,303551
Hong Kong,HKG,2021/4/14,318755
Hong Kong,HKG,2021/4/15,332102
Hong Kong,HKG,2021/4/16,345971
Hong Kong,HKG,2021/4/17,359948
Hong Kong,HKG,2021/4/18,371209
Hong Kong,HKG,2021/4/19,382192
Hong Kong,HKG,2021/4/20,390990
Hong Kong,HKG,2021/4/21,399219
Hong Kong,HKG,2021/4/22,407377
Hong Kong,HKG,2021/4/23,416163
Hong Kong,HKG,2021/4/24,424823
Hong Kong,HKG,2021/4/25,432511
Hong Kong,HKG,2021/4/26,442277
Hong Kong,HKG,2021/4/27,454501
Hong Kong,HKG,2021/4/28,467597
Hong Kong,HKG,2021/4/29,480511
Hong Kong,HKG,2021/4/30,497476
Hong Kong,HKG,2021/5/1,518037
Hong Kong,HKG,2021/5/2,539805
Hong Kong,HKG,2021/5/3,557738
Hong Kong,HKG,2021/5/4,573090
Hong Kong,HKG,2021/5/5,588206
Hong Kong,HKG,2021/5/6,602850
Hong Kong,HKG,2021/5/7,624014
Hong Kong,HKG,2021/5/8,648950
Hong Kong,HKG,2021/5/9,670228
Hong Kong,HKG,2021/5/10,689373
